x,y,z,h,local_x,local_y,local_z
399247.3757022091,6412064.674901125,126.35240350277111,15.319999999999999,-50.43,44.35,-15.540000000000001
399200.1173396785,6412051.503076235,126.34240350277112,15.309999999999999,-97.0,28.92,-15.55
399238.2665489926,6412008.578161225,126.31240350277112,15.28,-56.83,-12.120000000000001,-15.58
399199.92469612666,6412066.419613652,126.30240350277111,15.27,-97.91,43.81,-15.59
399191.95261112717,6412035.387192528,126.29240350277112,15.26,-104.38,12.43,-15.6
399212.00637212384,6412053.483431635,126.29240350277112,15.26,-85.22,31.470000000000002,-15.6
399242.8588381369,6412039.072548912,126.29240350277112,15.26,-53.71,18.56,-15.6
399278.2756847774,6412019.446052176,126.29240350277112,15.26,-17.39,0.66,-15.6
399242.55117612507,6412013.7680523945,126.28240350277112,15.249999999999998,-52.800000000000004,-6.73,-15.610000000000001
399251.0808386466,6412055.546091567,126.28240350277112,15.249999999999998,-46.29,35.410000000000004,-15.610000000000001
399215.1342436831,6412043.801752056,126.27240350277111,15.239999999999998,-81.63,21.95,-15.620000000000001
399278.5215442207,6412035.15240927,126.27240350277111,15.239999999999998,-17.900000000000002,16.36,-15.620000000000001
399234.57865575945,6412012.660298349,126.26240350277112,15.229999999999999,-60.71,-8.22,-15.63
399270.0093595672,6412023.878846727,126.26240350277112,15.229999999999999,-25.86,4.69,-15.63
399258.16923204163,6412016.469853532,126.25240350277112,15.219999999999999,-37.33,-3.2800000000000002,-15.64
399191.31203880603,6412015.434907769,126.22240350277112,15.19,-104.06,-7.53,-15.67
399192.3599524063,6412075.233730308,126.21240350277111,15.18,-105.89,52.25,-15.68
399183.4556155362,6412038.980111388,126.19240350277111,15.159999999999998,-113.04,15.610000000000001,-15.700000000000001
399211.1128357076,6412033.683492427,126.19240350277111,15.159999999999998,-85.16,11.65,-15.700000000000001
399196.3143800211,6412075.854215793,126.18240350277111,15.149999999999999,-101.97,53.06,-15.71
399211.91042093944,6412078.30678744,126.18240350277111,15.149999999999999,-86.51,56.26,-15.71
399199.03145832656,6412001.517441684,126.16240350277111,15.129999999999999,-95.68,-21.06,-15.73
399211.35875944374,6412043.3628685195,126.16240350277111,15.129999999999999,-85.38,21.330000000000002,-15.73
399238.24208984256,6412013.475007326,126.16240350277111,15.129999999999999,-57.09,-7.23,-15.73
399270.70620549197,6412033.566540248,126.16240350277111,15.129999999999999,-25.63,14.4,-15.73
399206.2307684173,6412002.992817638,126.15240350277112,15.12,-88.56,-19.240000000000002,-15.74
399219.7167105237,6412064.945786621,126.15240350277112,15.12,-78.07000000000001,43.29,-15.74
399267.2086392814,6412098.349799894,126.15240350277112,15.12,-32.24,78.94,-15.74
399275.46010114637,6412099.844583189,126.14240350277112,15.11,-24.07,80.83,-15.75
399234.5999230548,6412017.675081266,126.13240350277111,15.1,-60.93,-3.21,-15.76
399246.21642055863,6412014.41247713,126.13240350277111,15.1,-49.17,-5.91,-15.76
399271.9224536246,6412094.158182746,126.13240350277111,15.1,-27.330000000000002,74.98,-15.76
399247.09752440074,6412039.358972995,126.11240350277112,15.079999999999998,-49.49,19.05,-15.780000000000001
399187.59660846984,6412034.535757943,126.10240350277111,15.069999999999999,-108.69,11.370000000000001,-15.790000000000001
399234.8211732176,6412027.465773189,126.10240350277111,15.069999999999999,-61.18,6.58,-15.790000000000001
399239.5389046104,6412068.25604667,126.09240350277112,15.059999999999999,-58.43,47.550000000000004,-15.8
399183.64699148556,6412034.01515668,126.08240350277111,15.049999999999999,-112.61,10.66,-15.81
399270.16059286083,6412013.299322706,126.08240350277111,15.049999999999999,-25.2,-5.87,-15.81
399141.70981314144,6412091.208816925,126.08240350277111,15.049999999999999,-157.25,65.77,-15.81
399215.97977562057,6412059.278995859,126.07240350277112,15.04,-81.53,37.45,-15.82
399230.6018071485,6412017.186850584,126.07240350277112,15.04,-64.9,-3.89,-15.82
399247.59306503116,6412079.581703379,126.07240350277112,15.04,-50.93,59.25,-15.82
399254.5332414002,6412031.191812367,126.06240350277112,15.03,-41.67,11.25,-15.83
399262.3102612039,6412022.627773427,126.06240350277112,15.03,-33.49,3.0700000000000003,-15.83
399279.06664642046,6412079.938038254,126.06240350277112,15.03,-19.51,61.120000000000005,-15.83
399121.00079467264,6412053.27112783,126.05240350277111,15.02,-176.11,26.88,-15.84
399201.31222260214,6412086.70635243,126.04240350277112,15.01,-97.5,64.14,-15.85
399223.48299288016,6412055.42358009,126.03240350277112,14.999999999999998,-73.85000000000001,33.96,-15.860000000000001
399234.6028322815,6412032.7023395505,126.02240350277111,14.989999999999998,-61.65,11.8,-15.870000000000001
399191.8838165042,6412049.757139197,126.01240350277112,14.979999999999999,-105.14,26.78,-15.88
399199.2201985495,6412011.880360054,126.01240350277112,14.979999999999999,-95.99000000000001,-10.700000000000001,-15.88
399246.0921910882,6412019.524371792,126.01240350277112,14.979999999999999,-49.54,-0.81,-15.88
399230.7393014292,6412026.901483633,126.00240350277112,14.969999999999999,-65.23,5.82,-15.89
399239.02319556096,6412038.2160758935,126.00240350277112,14.969999999999999,-57.5,17.52,-15.89
399278.5212387443,6412045.123968824,126.00240350277112,14.969999999999999,-18.38,26.32,-15.89
399204.35096891265,6412087.23077674,125.98240350277112,14.95,-94.49,64.81,-15.91
399222.56922896777,6412020.236799398,125.98240350277112,14.95,-73.07000000000001,-1.23,-15.91
399231.0586254638,6412036.85764917,125.98240350277112,14.95,-65.39,15.780000000000001,-15.91
399258.84371604724,6412056.874185861,125.98240350277112,14.95,-38.6,37.11,-15.91
399171.70513055084,6412031.977276059,125.98240350277112,14.95,-124.44,8.05,-15.91
399190.64845052396,6412000.409434379,125.97240350277112,14.94,-104.0,-22.57,-15.92
399219.0345135211,6412044.544984987,125.97240350277112,14.94,-77.77,22.88,-15.92
399239.30941469077,6412048.524241521,125.97240350277112,14.94,-57.71,27.830000000000002,-15.92
399255.3701987365,6412071.227902368,125.97240350277112,14.94,-42.76,51.28,-15.92
399207.6201147117,6412042.441654339,125.96240350277111,14.93,-89.07000000000001,20.23,-15.93
399219.142033067,6412034.9286790695,125.96240350277111,14.93,-77.2,13.280000000000001,-15.93
399236.04136351566,6412057.581942197,125.96240350277111,14.93,-61.410000000000004,36.72,-15.93
399234.52274931717,6412022.724640081,125.96240350277111,14.93,-61.25,1.83,-15.93
399251.0347088113,6412045.026130918,125.95240350277112,14.92,-45.83,24.900000000000002,-15.94
399215.74615456874,6412064.406170637,125.94240350277111,14.909999999999998,-82.01,42.56,-15.950000000000001
399203.9892858741,6412077.226593349,125.93240350277111,14.899999999999999,-94.37,54.800000000000004,-15.96
399270.87310630333,6412053.661777099,125.93240350277111,14.899999999999999,-26.43,34.480000000000004,-15.96
399231.3905188224,6412056.844823727,125.92240350277112,14.889999999999999,-66.02,35.76,-15.97
399187.2654628142,6412009.783029961,125.90240350277112,14.87,-107.83,-13.370000000000001,-15.99
399222.69620545843,6412015.8055606345,125.89240350277112,14.86,-72.73,-5.65,-16.0
399235.43208574847,6412037.4479415845,125.88240350277111,14.849999999999998,-61.050000000000004,16.580000000000002,-16.01
399266.5611336426,6412053.3088015,125.88240350277111,14.849999999999998,-30.72,33.92,-16.01
399270.97974825645,6412068.764132128,125.88240350277111,14.849999999999998,-27.05,49.57,-16.01
399192.222344224,6412065.308859329,125.87240350277112,14.84,-105.55,42.33,-16.02
399199.68862406275,6412041.562190818,125.87240350277112,14.84,-96.95,18.97,-16.02
399224.13493512763,6412065.634039006,125.86240350277112,14.829999999999998,-73.69,44.19,-16.03
399260.4319048884,6412106.895697797,125.85240350277112,14.82,-39.42,87.15,-16.04
399149.2421086068,6412092.738236758,125.85240350277112,14.82,-149.8,67.66,-16.04
399210.8376193428,6412013.833750466,125.84240350277112,14.809999999999999,-84.48,-8.19,-16.05
399234.94282864657,6412047.453061648,125.84240350277112,14.809999999999999,-62.02,26.55,-16.05
399133.03051325335,6412055.054487262,125.84240350277112,14.809999999999999,-164.18,29.240000000000002,-16.05
399188.45675735356,6412079.626584548,125.83240350277111,14.8,-110.0,56.45,-16.06
399247.8240891931,6412084.586383972,125.83240350277111,14.8,-50.94,64.26,-16.06
399117.6405040673,6412072.054526005,125.83240350277111,14.8,-180.37,45.480000000000004,-16.06
399184.68244966347,6412083.993208124,125.82240350277112,14.79,-113.98,60.63,-16.07
399271.46807294124,6412108.83703618,125.82240350277112,14.79,-28.490000000000002,89.62,-16.07
399204.5059890258,6412066.959850055,125.80240350277111,14.77,-93.36,44.57,-16.09
399274.8354841865,6412054.031589903,125.80240350277111,14.77,-22.490000000000002,35.04,-16.09
399151.5160916217,6411998.599852446,125.79240350277112,14.759999999999998,-143.0,-26.26,-16.1
399195.4326877339,6412011.191765958,125.78240350277112,14.75,-99.74000000000001,-11.57,-16.11
399226.8645145523,6412031.052691489,125.78240350277112,14.75,-69.3,9.78,-16.11
399254.95558929496,6412040.792610371,125.78240350277112,14.75,-41.71,20.86,-16.11
399258.7408086968,6412041.641500279,125.78240350277112,14.75,-37.97,21.89,-16.11
399279.0694711138,6412070.226658743,125.78240350277112,14.75,-19.04,51.42,-16.11
399211.88924469735,6412058.534914702,125.77240350277111,14.739999999999998,-85.58,36.51,-16.12
399251.4966406255,6412070.623545223,125.77240350277111,14.739999999999998,-46.6,50.49,-16.12
399216.07087081816,6412079.047501155,125.76240350277112,14.73,-82.39,57.2,-16.13
399218.8577904059,6412015.099395014,125.76240350277112,14.73,-76.53,-6.54,-16.13
399247.0351497159,6412044.50793497,125.75240350277112,14.719999999999999,-49.800000000000004,24.19,-16.14
399227.4759309948,6412056.012176059,125.73240350277112,14.7,-69.89,34.74,-16.16
399109.7036828884,6412076.261207547,125.73240350277112,14.7,-188.5,49.300000000000004,-16.16
399117.822876569,6412082.077356957,125.73240350277112,14.7,-180.67000000000002,55.5,-16.16
399271.3677853291,6412098.439822977,125.72240350277112,14.689999999999998,-28.09,79.23,-16.17
399101.74429058284,6412074.802415534,125.71240350277111,14.68,-196.38,47.46,-16.18
399192.252348327,6412060.1113984315,125.70240350277112,14.669999999999998,-105.27,37.14,-16.19
399200.10743578966,6412076.242195092,125.70240350277112,14.669999999999998,-98.2,53.63,-16.19
399207.8491369483,6412057.798416653,125.69240350277111,14.66,-89.58,35.58,-16.2
399215.07027959044,6412014.410800922,125.69240350277111,14.66,-80.28,-7.41,-16.2
399232.008784049,6412082.154384134,125.69240350277111,14.66,-66.62,61.07,-16.2
399191.7014345342,6412020.401926088,125.68240350277111,14.649999999999999,-103.91,-2.5500000000000003,-16.21
399191.2582870272,6412010.161388001,125.68240350277111,14.649999999999999,-103.86,-12.8,-16.21
399242.73202776466,6412034.15295349,125.68240350277111,14.649999999999999,-53.6,13.64,-16.21
399226.25055343664,6412006.663990175,125.67240350277112,14.64,-68.74,-14.61,-16.22
399278.3649213198,6412025.24847726,125.67240350277112,14.64,-17.580000000000002,6.46,-16.22
399208.38087642426,6412067.383934538,125.66240350277111,14.629999999999999,-89.51,45.18,-16.23
399229.97983016766,6412006.974948477,125.66240350277111,14.629999999999999,-65.03,-14.120000000000001,-16.23
399238.37178659317,6412018.454533284,125.66240350277111,14.629999999999999,-57.2,-2.25,-16.23
399275.2249161433,6412069.6008815635,125.66240350277111,14.629999999999999,-22.85,50.61,-16.23
399114.18028093496,6412076.706370358,125.66240350277111,14.629999999999999,-184.05,49.96,-16.23
399227.5994718393,6412081.2354359105,125.65240350277111,14.619999999999997,-70.98,59.94,-16.240000000000002
399256.1963582625,6412106.25871681,125.65240350277111,14.619999999999997,-43.62,86.31,-16.240000000000002
399273.96952110186,6412029.815210986,125.65240350277111,14.619999999999997,-22.19,10.81,-16.240000000000002
399175.8497053492,6412032.388371842,125.62240350277112,14.59,-120.32000000000001,8.66,-16.27
399183.36344431073,6412018.981391316,125.61240350277112,14.579999999999998,-112.17,-4.37,-16.28
399267.33240367693,6412073.064571354,125.61240350277112,14.579999999999998,-30.900000000000002,53.69,-16.28
399200.3495403897,6412061.3132639425,125.60240350277112,14.57,-97.24000000000001,38.730000000000004,-16.29
399274.42067370197,6412014.445713229,125.60240350277112,14.57,-21.0,-4.5200000000000005,-16.29
399207.2193784252,6412022.688061994,125.59240350277112,14.559999999999999,-88.52,0.48,-16.3
399242.9441377296,6412043.753865389,125.58240350277111,14.55,-53.85,23.240000000000002,-16.31
399263.31660233974,6412072.41700698,125.58240350277111,14.55,-34.88,52.85,-16.31
399266.12159736815,6412023.395312771,125.58240350277111,14.55,-29.72,4.0200000000000005,-16.31
399187.5166782438,6412019.5722787,125.57240350277112,14.54,-108.05,-3.58,-16.32
399238.4090683268,6412023.178208765,125.57240350277112,14.54,-57.39,2.47,-16.32
399136.83511453494,6412055.682188694,125.57240350277112,14.54,-160.41,30.05,-16.32
399155.663806058,6411998.660391324,125.57240350277112,14.54,-138.86,-26.0,-16.32
399210.83396241325,6412003.572045607,125.56240350277112,14.529999999999998,-83.99,-18.44,-16.330000000000002
399218.37636020244,6412005.311222306,125.56240350277112,14.529999999999998,-76.54,-16.34,-16.330000000000002
399235.56065164687,6412067.55661593,125.56240350277112,14.529999999999998,-62.370000000000005,46.660000000000004,-16.330000000000002
399254.96675426647,6412045.597636421,125.56240350277112,14.529999999999998,-41.93,25.66,-16.330000000000002
399262.46569417533,6412032.091252735,125.56240350277112,14.529999999999998,-33.79,12.530000000000001,-16.330000000000002
399223.9542042502,6412080.590049047,125.55240350277111,14.52,-74.59,59.120000000000005,-16.34
399226.9920954761,6412046.174061239,125.55240350277111,14.52,-69.9,24.89,-16.34
399248.0274368939,6412105.230502982,125.55240350277111,14.52,-51.730000000000004,84.89,-16.34
399145.74448983907,6412092.456167698,125.55240350277111,14.52,-153.28,67.21000000000001,-16.34
399195.7297663589,6412036.27651719,125.54240350277112,14.509999999999998,-100.65,13.5,-16.35
399242.5224784608,6412003.817912874,125.54240350277112,14.509999999999998,-52.35,-16.67,-16.35
399188.35267345374,6412059.588391851,125.53240350277112,14.5,-109.14,36.43,-16.36
399219.1361986255,6412025.037507957,125.53240350277112,14.5,-76.73,3.4,-16.36
399113.86213344964,6412071.555711936,125.53240350277112,14.5,-184.12,44.800000000000004,-16.36
399183.952982505,6412058.869212072,125.52240350277111,14.489999999999998,-113.5,35.5,-16.37
399219.0918403041,6412019.543280773,125.52240350277111,14.489999999999998,-76.51,-2.09,-16.37
399191.32626574236,6412030.281412327,125.51240350277112,14.48,-104.76,7.3,-16.38
399200.45662456943,6412081.621625102,125.51240350277112,14.48,-98.11,59.02,-16.38
399214.05538670195,6412004.14774132,125.51240350277112,14.48,-80.8,-17.71,-16.38
399153.62574628077,6412098.944541678,125.51240350277112,14.48,-145.72,74.07000000000001,-16.38
399192.2929358172,6412055.133682826,125.50240350277112,14.469999999999999,-104.99000000000001,32.17,-16.39
399195.79508910724,6412040.958795794,125.50240350277112,14.469999999999999,-100.81,18.18,-16.39
399230.48583342275,6412012.076513012,125.49240350277111,14.46,-64.77,-9.0,-16.4
399196.1458672944,6412080.878138909,125.48240350277112,14.45,-102.38,58.07,-16.41
399202.13157835946,6412002.0689448835,125.48240350277112,14.45,-92.61,-20.36,-16.41
399202.86883357994,6412012.595665872,125.48240350277112,14.45,-92.38,-9.81,-16.41
399212.5215612737,6412088.709431694,125.48240350277112,14.45,-86.4,66.68,-16.41
399215.13237164763,6412034.200726251,125.48240350277112,14.45,-81.17,12.36,-16.41
399246.82018274075,6412010.3186926665,125.48240350277112,14.45,-48.370000000000005,-9.97,-16.41
399267.2274944012,6412068.183967494,125.48240350277112,14.45,-30.77,48.81,-16.41
399220.1006229836,6412079.984729775,125.47240350277112,14.439999999999998,-78.41,58.33,-16.42
